experiment,benchmark,number_of_cities,number_of_runs,population_size,max_iterations,rho,temperature_start,temperature_min,best_fitness,mean_fitness,median_fitness,standard_deviation,worst_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,success_count,success_percentage,mean_runtime_seconds
baseline_parameters_v1,qa194,194,5,80,3000,0.03,0.04,0.0005,20985,22405.4,21932,1759.9274985066857,25442,124.39050470487597,139.5786997433704,172.04875962360993,0,0.0,63.284012669199726
