experiment,ana_experiment,benchmark,number_of_cities,number_of_runs,population_size,max_iterations,rho,temperature_start,temperature_min,two_opt_trigger_temperature_start,two_opt_trigger_temperature_min,best_fitness,mean_fitness,median_fitness,standard_deviation,worst_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,success_count,success_percentage,mean_runtime_seconds,three_opt_calls,three_opt_edge_triples_checked,three_opt_reconnections_checked,three_opt_improvements,two_opt_calls,two_opt_trigger_attempts,two_opt_trigger_accepted,two_opt_trigger_rejected,two_opt_forced_calls,two_opt_probabilistic_calls,two_opt_candidate_checks,two_opt_improvements,archive_insert_attempts,archive_insertions,archive_replacements,archive_rejected_similar,archive_rejected_quality,archive_final_size,teacher_global_best_choices,teacher_archive_choices,mean_archive_edge_diversity,total_fitness_evaluations
v6-first,v6,wi29,29,10,30,6666,0.2,0.03,0.0001,0.01,0.0001,27603,28043.8,28044.0,399.3249303512116,28779,0.0,1.5969278701590408,4.260406477556788,2,20.0,30.088125801299793,26,63530,254110,8,26,0,0,0,0,0,87334,581,372576,50,256,257427,114843,5,201262,400863,0.16482758620689658,2341596
