benchmark,ana_experiment,max_iterations,population_size,rho,temperature_start,temperature_min,total_ant_updates,mean_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,gap_standard_deviation,score,validation_valid_runs,validation_mean_fitness,validation_best_gap_percent,validation_mean_gap_percent,validation_worst_gap_percent,validation_gap_standard_deviation
wi29,v8,5000,40,0.15,0.01,0.0003,200000,27691.2,0.0,0.3195304858167591,0.5325508096945984,0.29169009148737246,0.3924530086886022,10,27999.9,0.0,1.4378871861754159,4.260406477556788,1.6850088650628703
