experiment,algorithm,benchmark,runs,population_size,max_iterations,rho,temperature_start,temperature_min,best_fitness,average_fitness,worst_fitness,best_gap_percent,average_gap_percent,worst_gap_percent,success_count,average_runtime_seconds,runs_csv,summary_csv
edge-memory-ana-final,edge_memory_ana,dj38,10,50,2500,0.1,0.07,0.0005,6656,6656,6656,0.0,0.0,0.0,10,39.56011946201325,results/dj38/edge-memory-ana-final/runs.csv,results/dj38/edge-memory-ana-final/summary.csv
