candidate_name,seed,best_fitness,known_optimum,absolute_gap,gap_percent,success,runtime_seconds,total_fitness_evaluations,best_route
gls,1,28084,27603,481,1.7425642140347064,no,4.287739999999758,38779,"[0, 1, 5, 10, 9, 7, 11, 14, 18, 17, 16, 20, 21, 22, 28, 27, 25, 19, 24, 26, 23, 15, 13, 12, 8, 6, 2, 3, 4]"
