candidate_name,seed,best_fitness,known_optimum,absolute_gap,gap_percent,success,runtime_seconds,total_fitness_evaluations,best_route
candidate_list,1,29009,27603,1406,5.093649241024527,no,4.182850599998346,32928,"[0, 1, 5, 9, 10, 11, 12, 14, 18, 17, 16, 20, 21, 22, 28, 27, 25, 24, 26, 23, 15, 19, 13, 8, 6, 2, 3, 7, 4]"
