experiment,ana_experiment,benchmark,number_of_cities,number_of_runs,population_size,max_iterations,rho,temperature_start,temperature_min,best_fitness,mean_fitness,median_fitness,standard_deviation,worst_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,success_count,success_percentage,mean_runtime_seconds,two_opt_calls,two_opt_candidate_checks,two_opt_improvements,total_fitness_evaluations
baseline_parameters_v1,v3,wi29,29,10,30,6666,0.15,0.01,0.0001,27603,28550.8,28684.5,574.2161420386733,29260,0.0,3.4336847444118392,6.002970691591494,1,10.0,10.408797690027859,16,80550,556,2080666
