experiment,ana_experiment,benchmark,number_of_cities,number_of_runs,population_size,max_iterations,rho,temperature_start,temperature_min,two_opt_trigger_temperature_start,two_opt_trigger_temperature_min,best_fitness,mean_fitness,median_fitness,standard_deviation,worst_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,success_count,success_percentage,mean_runtime_seconds,three_opt_calls,three_opt_edge_triples_checked,three_opt_reconnections_checked,three_opt_improvements,two_opt_calls,two_opt_trigger_attempts,two_opt_trigger_accepted,two_opt_trigger_rejected,two_opt_forced_calls,two_opt_probabilistic_calls,two_opt_candidate_checks,two_opt_improvements,total_fitness_evaluations
v5-2opt-3opt-rho=0.5,v5,wi29,29,10,30,6666,0.5,0.01,0.0001,0.01,0.0001,27603,28203.1,28137.5,395.11473720370844,28779,0.0,2.174039053726044,4.260406477556788,1,10.0,9.716023759399468,22,52566,210256,7,22,0,0,0,0,0,84967,570,2295367
