experiment,algorithm,benchmark,runs,population_size,max_iterations,rho,temperature_start,temperature_min,best_fitness,average_fitness,worst_fitness,best_gap_percent,average_gap_percent,worst_gap_percent,success_count,average_runtime_seconds,runs_csv,summary_csv
edge-memory-ana-final,edge_memory_ana,grid_9,30,20,700,0.1,0.08,0.001,9.414213562373092,9.414213562373096,9.414213562373096,-3.773776381067085e-14,-2.51585092071139e-15,0.0,30,1.0882721980412802,results/grid_9/edge-memory-ana-final/runs.csv,results/grid_9/edge-memory-ana-final/summary.csv
