experiment,ana_experiment,benchmark,seed,number_of_cities,population_size,max_iterations,rho,temperature_start,temperature_min,two_opt_trigger_temperature_start,two_opt_trigger_temperature_min,function_evaluations,best_fitness,known_optimum,absolute_gap,gap_percent,success,runtime_seconds,accepted_worse,rejected_worse,case_a,case_b,general,three_opt_calls,three_opt_edge_triples_checked,three_opt_reconnections_checked,three_opt_improvements,two_opt_calls,two_opt_trigger_attempts,two_opt_trigger_accepted,two_opt_trigger_rejected,two_opt_forced_calls,two_opt_probabilistic_calls,two_opt_candidate_checks,two_opt_improvements,total_fitness_evaluations,best_route
v5-2opt-3opt-rho=0.5,v3,wi29,1,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,28084,27603,481,1.7425642140347064,no,6.738521163002588,2709,194170,188264,334,11382,0,0,0,0,2,0,0,0,0,0,9171,67,209183,"[0, 1, 5, 10, 9, 7, 11, 14, 18, 17, 16, 20, 21, 22, 28, 27, 25, 19, 24, 26, 23, 15, 13, 12, 8, 6, 2, 3, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,2,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,28022,27603,419,1.5179509473607942,no,6.938208024999767,3103,193449,186957,275,12748,0,0,0,0,3,0,0,0,0,0,9438,61,209451,"[0, 1, 5, 9, 10, 11, 14, 18, 17, 16, 20, 21, 22, 28, 27, 25, 24, 26, 23, 15, 19, 13, 12, 8, 6, 2, 3, 7, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,3,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,28044,27603,441,1.5976524290837952,no,6.742030552999495,2752,194108,188939,186,10855,0,0,0,0,2,0,0,0,0,0,6785,53,206797,"[0, 1, 5, 9, 10, 14, 18, 17, 16, 20, 21, 22, 28, 27, 25, 19, 24, 26, 23, 15, 13, 12, 11, 7, 8, 6, 2, 3, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,4,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,27750,27603,147,0.5325508096945984,no,6.720919680999941,2782,194162,189098,256,10626,0,0,0,0,2,0,0,0,0,0,10497,63,210509,"[0, 1, 5, 9, 10, 11, 14, 18, 17, 21, 22, 20, 28, 27, 25, 24, 26, 23, 15, 19, 16, 13, 12, 8, 6, 2, 3, 7, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,5,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,28512,27603,909,3.2931203130094553,no,7.175727239002299,3155,193417,187092,334,12554,0,0,0,0,2,0,0,0,0,0,7677,55,207689,"[0, 1, 5, 10, 9, 7, 11, 14, 18, 17, 21, 22, 20, 28, 27, 25, 19, 24, 26, 23, 15, 16, 13, 12, 8, 6, 2, 3, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,6,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,29499,27603,1896,6.868818606673187,no,7.434231334998913,3886,192024,184851,397,14732,0,0,0,0,1,0,0,0,0,0,8677,61,208688,"[0, 1, 5, 10, 9, 7, 11, 12, 14, 18, 17, 21, 22, 20, 28, 27, 25, 19, 24, 26, 23, 15, 16, 13, 8, 6, 2, 3, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,7,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,27603,27603,0,0.0,yes,6.853049411001848,2884,193903,188663,183,11134,0,0,0,0,1,0,0,0,0,0,6457,45,206468,"[0, 1, 5, 9, 10, 11, 14, 18, 17, 16, 20, 21, 22, 28, 27, 25, 19, 24, 26, 23, 15, 13, 12, 8, 6, 2, 3, 7, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,8,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,28737,27603,1134,4.108249103358331,no,6.856678694999573,2895,194005,188761,225,10994,0,0,0,0,1,0,0,0,0,0,8192,58,208203,"[0, 1, 5, 9, 10, 11, 12, 14, 18, 17, 21, 22, 20, 28, 27, 25, 24, 26, 23, 15, 19, 16, 13, 8, 6, 2, 3, 7, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,9,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,29009,27603,1406,5.093649241024527,no,7.178385996998259,3438,192738,186264,291,13425,0,0,0,0,3,0,0,0,0,0,9800,55,209813,"[0, 1, 5, 9, 10, 11, 12, 14, 18, 17, 16, 20, 21, 22, 28, 27, 25, 24, 26, 23, 15, 19, 13, 8, 6, 2, 3, 7, 4]"
v5-2opt-3opt-rho=0.5,v3,wi29,10,29,30,6666,0.5,0.01,0.0001,0.01,0.0001,200010,28779,27603,1176,4.260406477556788,no,6.818629498997325,3132,193481,187910,236,11834,0,0,0,0,1,0,0,0,0,0,6752,49,206763,"[0, 1, 5, 9, 10, 11, 12, 13, 16, 17, 14, 18, 21, 22, 20, 28, 27, 25, 19, 24, 26, 23, 15, 8, 6, 2, 3, 7, 4]"
