experiment,ana_experiment,benchmark,number_of_cities,number_of_runs,population_size,max_iterations,rho,temperature_start,temperature_min,two_opt_trigger_temperature_start,two_opt_trigger_temperature_min,best_fitness,mean_fitness,median_fitness,standard_deviation,worst_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,success_count,success_percentage,mean_runtime_seconds,two_opt_calls,two_opt_trigger_attempts,two_opt_trigger_accepted,two_opt_trigger_rejected,two_opt_forced_calls,two_opt_probabilistic_calls,two_opt_candidate_checks,two_opt_improvements,total_fitness_evaluations
v4-sa-trigger-3,v4,wi29,29,10,30,6666,0.15,0.01,0.0001,0.01,0.0001,27603,28543.6,28590.0,602.6462385918367,29499,0.0,3.4076006231206755,6.868818606673187,1,10.0,9.152034691099924,19,194,4,190,15,4,85072,563,2085191
