benchmark,ana_experiment,max_iterations,population_size,rho,temperature_start,temperature_min,total_ant_updates,mean_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,gap_standard_deviation,score,validation_valid_runs,validation_mean_fitness,validation_best_gap_percent,validation_mean_gap_percent,validation_worst_gap_percent,validation_gap_standard_deviation
wi29,v5,6666,30,0.2,0.03,0.0003,199980,27758,0.0,0.5615331666847807,1.7425642140347064,0.7118906663617579,0.7395058332752202,10,27907.5,0.0,1.103140962938811,4.260406477556788,1.5695295182901983
