experiment,ana_experiment,benchmark,number_of_cities,number_of_runs,population_size,max_iterations,rho,temperature_start,temperature_min,two_opt_trigger_temperature_start,two_opt_trigger_temperature_min,local_search_mode,best_fitness,mean_fitness,median_fitness,standard_deviation,worst_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,success_count,success_percentage,mean_runtime_seconds,three_opt_calls,three_opt_edge_triples_checked,three_opt_reconnections_checked,three_opt_improvements,two_opt_calls,two_opt_trigger_attempts,two_opt_trigger_accepted,two_opt_trigger_rejected,two_opt_forced_calls,two_opt_probabilistic_calls,two_opt_candidate_checks,two_opt_improvements,archive_insert_attempts,archive_insertions,archive_replacements,archive_rejected_similar,archive_rejected_quality,archive_final_size,teacher_global_best_choices,teacher_archive_choices,mean_archive_edge_diversity,total_fitness_evaluations
v6-first,v6,qa194,194,5,80,3000,0.03,0.04,0.0005,0.04,0.0005,2opt,9882,9982.2,9950,103.95768369870503,10154,5.667236954662104,6.738665526090676,8.575705731394354,0,0.0,456.3232358256006,0,0,0,0,18,0,0,0,0,0,33292835,4341,188870,25,36,181503,7306,5,196083,389770,0.9335051546391753,34493253
