benchmark,ana_experiment,max_iterations,population_size,rho,temperature_start,temperature_min,archive_size,archive_min_edge_diversity,archive_near_best_gap,total_ant_updates,mean_fitness,best_gap_percent,mean_gap_percent,worst_gap_percent,gap_standard_deviation,score,validation_valid_runs,validation_mean_fitness,validation_best_gap_percent,validation_mean_gap_percent,validation_worst_gap_percent,validation_gap_standard_deviation
square_4,v6,2,20,0.1,0.01,0.001,5,0.25,0.05,40,4.0,0.0,0.0,0.0,0.0,0.0,10,4.0,0.0,0.0,0.0,0.0
