experiment,ana_experiment,benchmark,seed,number_of_cities,population_size,max_iterations,rho,temperature_start,temperature_min,two_opt_trigger_temperature_start,two_opt_trigger_temperature_min,local_search_mode,function_evaluations,best_fitness,known_optimum,absolute_gap,gap_percent,success,runtime_seconds,accepted_worse,rejected_worse,case_a,case_b,general,three_opt_calls,three_opt_edge_triples_checked,three_opt_reconnections_checked,three_opt_improvements,two_opt_calls,two_opt_trigger_attempts,two_opt_trigger_accepted,two_opt_trigger_rejected,two_opt_forced_calls,two_opt_probabilistic_calls,two_opt_candidate_checks,two_opt_improvements,archive_insert_attempts,archive_insertions,archive_replacements,archive_rejected_similar,archive_rejected_quality,archive_final_size,teacher_global_best_choices,teacher_archive_choices,mean_archive_edge_diversity,total_fitness_evaluations,best_route
codex_v6_2opt_smoke,v6,square_4,1,4,5,5,0.1,0.1,0.001,,,2opt,30,4.0,4.0,0.0,0.0,yes,0.0008237000001827255,0,19,20,5,0,0,0,0,0,1,0,0,0,0,0,2,0,10,3,0,0,7,3,2,2,0.5,33,"[0, 1, 2, 3]"
