candidate_name,seed,best_fitness,known_optimum,absolute_gap,gap_percent,success,runtime_seconds,total_fitness_evaluations,best_route
vnd,1,27603,27603,0,0.0,yes,4.331826999998157,41990,"[0, 1, 5, 9, 10, 11, 14, 18, 17, 16, 20, 21, 22, 28, 27, 25, 19, 24, 26, 23, 15, 13, 12, 8, 6, 2, 3, 7, 4]"
