experiment,algorithm,benchmark,runs,population_size,max_iterations,rho,temperature_start,temperature_min,best_fitness,average_fitness,worst_fitness,best_gap_percent,average_gap_percent,worst_gap_percent,success_count,average_runtime_seconds,runs_csv,summary_csv
edge-memory-ana-final,edge_memory_ana,square_4,10,10,100,0.1,0.1,0.001,4.0,4.0,4.0,0.0,0.0,0.0,10,0.025995588302612303,results/square_4/edge-memory-ana-final/runs.csv,results/square_4/edge-memory-ana-final/summary.csv
